review_count,new_id,city,rating,restaurant_name,longitude,full_address,state,latitude,favourite
78,988,Tempe,4,Miele's Italian Bistro,-111.9095295,"1835 E Guadalupe Rd
Ste D111
Tempe, AZ 85283",AZ,33.3637746,258
14,989,Glendale,3,Souper Salad,-112.2199858,"7480 W Bell Rd
Ste 100
Glendale, AZ 85308",AZ,33.6383239,149
6,990,Phoenix,4,La Oaxaquena Mexican Restaurant,-112.0996322,"10430 N 19th Ave
Ste 7
Phoenix, AZ 85021",AZ,33.5812359,186
42,991,Tempe,3,Native New Yorker,-111.917216,"1301 E Broadway Rd
Tempe, AZ 85282",AZ,33.407079,177
156,992,Scottsdale,4.5,The Gelato Spot,-111.926503,"4166 N Scottsdale Rd
Scottsdale, AZ 85251",AZ,33.496647,358
5,993,Chandler,3,Big Wa,-111.8246605,"990 E. Riggs Rd.
Chandler, AZ 85249",AZ,33.2194451,140
219,994,Phoenix,3.5,Mellow Mushroom,-112.1114555,"2490 W Happy Valley Rd
Phoenix, AZ 85085",AZ,33.7129847,376
42,995,Tempe,3.5,3 Roots Coffee House and Cafe,-111.940305,"1020 S Mill Ave
Tempe, AZ 85281",AZ,33.418499,199
8,996,Phoenix,3.5,Taiwan Express,-111.9878697,"668 N 44th St
# 66A
Phoenix, AZ 85008",AZ,33.4552907,165
59,997,Phoenix,3,Matador Restaurant,-112.0722653,"125 E Adams St
Phoenix, AZ 85004",AZ,33.4492272,194
52,998,Phoenix,3.5,Sauce,-112.063942,"742 E Glendale Ave
Phoenix, AZ 85020",AZ,33.53876,209
5,999,Mesa,4.5,Barro's Pizza,-111.597641,"1113 S Signal Butte Rd
Mesa, AZ 85208",AZ,33.3951,207
8,1000,Scottsdale,4,El Dorado Bar and Grill,-111.8957867,"8708 E McDowell Rd
Scottsdale, AZ 85257",AZ,33.4661954,188
6,1001,Peoria,4,Chrissy's Nino's Pizzeria,-112.276611,"9008 N 99th Ave
Peoria, AZ 85345",AZ,33.56627,186
53,1002,Mesa,3,RA Sushi Bar Restaurant,-111.7541801,"1652 S Val Vista Dr
Ste 101
Mesa, AZ 85204",AZ,33.385548,188
6,1003,Chandler,2.5,Jilly's American Grill,-111.968041,"825 N 54th St
Chandler, AZ 85226",AZ,33.31648,118
70,1004,Tempe,3.5,MedFresh Grill,-111.940346,"414 S Mill Ave
Ste 117
Tempe, AZ 85281",AZ,33.425938,227
5,1005,Cave Creek,4.5,Legend Trail Golf Club,-111.8821577,"9462 E Legend Trail Drive
Cave Creek, AZ 85331",AZ,33.8170175,207
145,1006,Cave Creek,3.5,El Encanto,-111.9453694,"6248 Cave Creek Rd
Cave Creek, AZ 85331",AZ,33.8321973,302
489,1007,Phoenix,4,The Parlor,-112.0403946,"1916 E Camelback Rd
Phoenix, AZ 85016",AZ,33.5094461,669
42,1008,Gilbert,4,Los Favoritos,-111.8057758,"727 W Ray Rd
Gilbert, AZ 85233",AZ,33.319412,222
62,1009,Peoria,3.5,Firebirds Wood Fired Grill,-112.2382757,"16067 N Arrowhead Fountains Center Dr
Peoria, AZ 85382",AZ,33.6308784,219
14,1010,Chandler,4.5,Ocotillo Golf Resort & Bernard's Fine Dining,-111.870883,"3751 S Clubhouse Dr
Chandler, AZ 85248",AZ,33.25107,216
4,1011,Scottsdale,4.5,Pie in the Sky,-111.9174368,"7609 E Pinnacle Peak Rd
Scottsdale, AZ 85250",AZ,33.6986501,206
57,1012,Phoenix,3.5,Tradiciones,-112.0462108,"1602 E Roosevelt St
Phoenix, AZ 85006",AZ,33.4596905,214
27,1013,Tempe,3.5,La Fonda Mexican Foods,-111.927581,"1126 N Scottsdale Rd
Tempe, AZ 85281",AZ,33.441124,184
3,1014,Goodyear,1,McDonald's,-112.3925735,"1100 N Estrella Parkway
Goodyear, AZ 85338",AZ,33.4592464,48
5,1015,Phoenix,4.5,Paradise Bakery,-112.07149,"3 S 2nd St
Ste 205
Phoenix, AZ 85004",AZ,33.447091,207
36,1016,Phoenix,3,The Good Egg,-112.0738391,"50 E Camelback Rd
Phoenix, AZ 85012",AZ,33.5093092,171
37,1017,Scottsdale,4,Touch of Thai,-111.9253728,"7217 E 4th Ave
Scottsdale, AZ 85251",AZ,33.4978182,217
4,1018,Glendale,3.5,Rosati's,-112.1862718,"18555 N 59th Ave
Glendale, AZ 85308",AZ,33.6538701,161
307,1019,Phoenix,4,La Condesa Gourmet Taco Shop,-112.0475116,"1919 N 16th St
Phoenix, AZ 85006",AZ,33.4691316,487
3,1020,Scottsdale,4.5,Chloee's Corner,-111.928823,"15215 N Kierland Blvd # 190
Scottsdale, AZ 85254",AZ,33.625158,205
6,1021,Wickenburg,2.5,Filiberto's Fresh Mexican Food,-112.7210438,"530 E Wickenburg Way
Wickenburg, AZ 85390",AZ,33.9687756,118
8,1022,Mesa,3.5,Flight Deck Cafe,-111.6700435,"6001 S Sossaman Road
Mesa, AZ 85212",AZ,33.3075024,165
6,1023,Peoria,3,Grande Pizza,-112.3207963,"28465 N Vistancia Blvd
Peoria, AZ 85383",AZ,33.7413011,141
13,1024,Tempe,3,Red Ribbon Bakeshop,-111.964485,"5000 S Arizona Mills Cir
Tempe, AZ 85282",AZ,33.383123,148
17,1025,Phoenix,3.5,Waffle House Restaurant,-112.116182,"2627 W Deer Valley Rd
Phoenix, AZ 85027",AZ,33.6834879,174
35,1026,Scottsdale,4.5,Chick-Fil-A,-111.892165,"14995 N 87th St
Scottsdale, AZ 85260",AZ,33.62096691,237
16,1027,Phoenix,4,Little Peking,-112.0131082,"10608 N 32nd St
Phoenix, AZ 85028",AZ,33.5828508,196
3,1028,Scottsdale,3,Carl's Jr,-111.909417,"3380 N Hayden Rd
Scottsdale, AZ 85251",AZ,33.486702,138
57,1029,Scottsdale,3.5,Pita House,-111.9256488,"7210 E 1st Ave
Scottsdale, AZ 85251",AZ,33.494262,214
16,1030,Phoenix,3.5,Duck & Decanter,-112.0734988,"3111 N Central Ave
Ste 110
Phoenix, AZ 85012",AZ,33.484682,173
12,1031,Phoenix,3.5,Kwan & Wok Chinese Restaurant,-112.0962274,"1702 W Camelback Road
Phoenix, AZ 85015",AZ,33.5097112,169
276,1032,Scottsdale,4.5,Mastro's City Hall Steakhouse,-111.9313599,"6991 E Camelback Rd
Scottsdale, AZ 85251",AZ,33.50201,478
79,1033,Phoenix,4,Crazy Jim's Restaurant,-112.0912518,"4041 N 15th Ave
Phoenix, AZ 85015",AZ,33.4943672,259
7,1034,Phoenix,2.5,Jack In The Box,-112.034357,"2202 E Indian School Rd
Phoenix, AZ 85016",AZ,33.4950021,119
38,1035,Scottsdale,3.5,Hot Dog Stop,-111.909524,"Scottsdale Promenade Center
16447 N Scottsdale Rd
Ste 119
Scottsdale, AZ 85250",AZ,33.519588,195
3,1036,Scottsdale,4,Papa Murphys,-111.943525,"6339 E Greenway Rd
Scottsdale, AZ 85254",AZ,33.624662,183
68,1037,Mesa,3.5,Organ Stop Pizza,-111.807604,"1149 E Southern Ave
Mesa, AZ 85204",AZ,33.392791,225
4,1038,Phoenix,4.5,Wingstop,-112.0941925,"1641 W Bethany Home Rd
Phoenix, AZ 85015",AZ,33.5240184,206
3,1039,Peoria,1.5,McDonald's,-112.272834,"24710 N Lake Pleasant Pkwy
Peoria, AZ 85383",AZ,33.704986,70
444,1040,Phoenix,4,Hula's Modern Tiki,-112.0739142,"4700 N Central Ave
Phoenix, AZ 85012",AZ,33.5062078,624
3,1041,Anthem,2.5,Pinata Nueva,-112.1388544,"3655 West Anthem Way
Anthem, AZ 85086",AZ,33.8649126,115
3,1042,Phoenix,2.5,Church's Chicken,-112.0830903,"720  Grand Ave
Phoenix, AZ 85007",AZ,33.4521292,115
10,1043,Phoenix,3,Il Primo Pizza & Wings,-112.0308473,"16880 N Cave Creek Rd
Phoenix, AZ 85032",AZ,33.6395497,145
3,1044,Phoenix,4,City Hall Grill,-112.076727,"200 W Washington St
Phoenix, AZ 85003",AZ,33.448474,183
13,1045,Guadalupe,4,El Yaqui Restaurant,-111.9631397,"9201 S Avenida Del Yaqui
Guadalupe, AZ 85283",AZ,33.3637131,193
5,1046,Phoenix,2.5,Carmine's Little Italy Pizza & Pasta,-112.07149,"3 S 2nd St
Ste 111
Phoenix, AZ 85004",AZ,33.447091,117
55,1047,Mesa,3,Macayo's Mexican Restaurant,-111.878138,"1920 S Dobson Rd
Mesa, AZ 85202",AZ,33.379643,190
9,1048,Phoenix,3.5,El Mas Sabroso Mexican Food,-111.9806909,"4705 E Southern Ave
Phoenix, AZ 85073",AZ,33.3927485,166
3,1049,Phoenix,4,Native New Yorker,-112.12561,"Metrocenter
9620 N Metro Pkwy W
Phoenix, AZ 85051",AZ,33.574335,183
4,1050,Scottsdale,4,Le Peep,-111.909524,"8390 E Via De Ventura
Ste F108
Scottsdale, AZ 85250",AZ,33.519588,184
3,1051,Glendale,5,Go Go China Bistro,-112.2031381,"5025 N 67th Ave
Glendale, AZ 85303",AZ,33.5107715,228
8,1052,Phoenix,2.5,Rosati's Pizza,-112.081705,"602 W Union Hills Drive
Phoenix, AZ 85027",AZ,33.655105,120
4,1053,Scottsdale,4,Noh,-111.917006,"Hyatt Regency Scottsdale Resort
7500 E Doubletree Ranch Rd
Scottsdale, AZ 85258",AZ,33.566733,184
19,1054,Chandler,3.5,Jen Buffet,-111.854277,"700 W Warner Rd
Chandler, AZ 85225",AZ,33.33563,176
26,1055,Phoenix,4,NY Bagels and Deli,-112.092802,"1515 W Deer Valley Rd
Phoenix, AZ 85027",AZ,33.683226,206
6,1056,Casa Grande,3.5,Nico's Mexican Food,-111.734188,"1226 E Florence Boulevard
Casa Grande, AZ 85222",AZ,32.8805539,163
45,1057,Phoenix,4,Karey's Kitchen,-111.994039,"4041 E Thomas Rd
Ste 124
Phoenix, AZ 85018",AZ,33.479852,225
23,1058,Glendale,3.5,Paradise Bakery & Cafe,-112.2027563,"20199 N. 67th Ave
Glendale, AZ 85308",AZ,33.6669563,180
58,1059,Phoenix,4,Lisa G Cafe and Wine Bar,-112.065107,"2337 N 7th St
Phoenix, AZ 85006",AZ,33.474605,238
6,1060,Phoenix,4.5,That Italian Place,-111.9985862,"3941 E Chandler Blvd
Ste 107
Phoenix, AZ 85048",AZ,33.3050646,208
305,1061,Phoenix,3.5,Zinburger,-112.0275918,"2502 E Camelback Rd
Ste 127
Phoenix, AZ 85016",AZ,33.5095354,462
6,1062,Phoenix,4,Louisiana Fried Chicken,-111.997771,"3923 E Thomas Rd
Ste B2
Phoenix, AZ 85018",AZ,33.479889,186
3,1063,Phoenix,4,Schlotzsky's,-112.091858,"1520 W Bell Rd
Phoenix, AZ 85023",AZ,33.640396,183
13,1064,Phoenix,4,Los Reyes de la Torta,-112.153053,"4333 W Indian School Rd
Phoenix, AZ 85031",AZ,33.494288,193
17,1065,Phoenix,4,Good China Restaurant,-112.202073,"6544 W Thomas Rd
Ste 38
Phoenix, AZ 85033",AZ,33.481157,197
5,1066,Scottsdale,3.5,McDonald's,-111.881625,"9251 E Shea Blvd
Scottsdale, AZ 85260",AZ,33.581867,162
5,1067,Phoenix,3.5,Wingstop,-112.220837,"1610 N 75th Ave
Phoenix, AZ 85035",AZ,33.466626,162
5,1068,Queen Creek,2,Hungry Howie's Pizza,-111.5843683,"1745 W Hunt Hwy
Queen Creek, AZ 85243",AZ,33.1793439,95
21,1069,Phoenix,4,Phuong Dong,-112.0999471,"7828 N 19th Ave
Ste G
Phoenix, AZ 85021",AZ,33.5520136,201
3,1070,Mesa,2.5,KFC,-111.8762985,"1950 W Baseline Rd
Mesa, AZ 85202",AZ,33.3787777,115
13,1071,Phoenix,2.5,Great Wall Buffet,-112.1513854,"10605 N 43rd Ave
Phoenix, AZ 85029",AZ,33.58293,125
4,1072,Scottsdale,3.5,Scottsdale Athletic Club,-111.9034104,"8225 E Indian Bend Rd
Scottsdale, AZ 85250",AZ,33.5383356,161
156,1073,Phoenix,3.5,Moira Sushi,-112.0704276,"215 E McKinley St
Ste 102
Phoenix, AZ 85004",AZ,33.4564268,313
5,1074,Tempe,2.5,Taco Bell,-111.961173,"1415 W Elliot Road
Tempe, AZ 85284",AZ,33.348661,117
43,1075,Mesa,3,Old Chicago,-111.857879,"1656 S Alma School Rd
Mesa, AZ 85210",AZ,33.384734,178
5,1076,Chandler,3.5,Takamatsu Restaurant,-111.874965,"1949 W Ray Rd
Chandler, AZ 85224",AZ,33.319395,162
9,1077,Scottsdale,3.5,Flight Lounge + Bistro,-111.9223075,"4252 N Drinkwater Blvd
Scottsdale, AZ 85251",AZ,33.4973896,166
27,1078,Chandler,3.5,"Ling and Louie's Asian Bar and Grill, Wild Horse Pass",-111.9735883,"5040 Wild Horse Pass Blvd
Gila River Indian Casino Community
Chandler, AZ 85226",AZ,33.28157535,184
3,1079,Avondale,4.5,Game Time,-112.3392713,"1729 N Dysart Rd
Avondale, AZ 85392",AZ,33.467119,205
3,1080,Mesa,3,Buffalo Wild Wings,-111.7356247,"4425 E McKellips Road
Mesa, AZ 85215",AZ,33.4518284,138
7,1081,Glendale,4,Ammos Mediterranean Grill,-112.2012433,"6530 W Happy Valley
Ste 114
Glendale, AZ 85310",AZ,33.7123136,187
222,1082,Scottsdale,4,Petite Maison,-111.925513,"7216 E Shoeman Ln
Scottsdale, AZ 85251",AZ,33.501161,402
27,1083,Tempe,3.5,Hunan Express Chinese Delivery,-111.950803,"818 W Broadway Rd Ste 101
Tempe, AZ 85282",AZ,33.407717,184
3,1084,Glendale,1.5,Pizza Hut,-112.18433,"5825 W Bell Road
Glendale, AZ 85308",AZ,33.638334,70
192,1085,Phoenix,4.5,Short Leash Dogs,-112.0685027,"Phoenix, AZ 85004",AZ,33.4528292,394
4,1086,Avondale,4.5,Tep Grill To Go,-112.286067,"10575 W. Indian School Rd. E-107
Avondale, AZ 85392",AZ,33.492985,206
33,1087,Phoenix,4,Caramba Fresh Mexican Food,-112.1113493,"2340 W Bell Rd
Phoenix, AZ 85023",AZ,33.6400224,213
15,1088,Tempe,4,Hong Kong Asian Diner,-111.928947,"9880 S Rural Rd
Tempe, AZ 85284",AZ,33.321976,195
9,1089,Phoenix,2,Great Steak and Potato Co.,-112.0085884,"3400 E Sky Harbor Blvd
Phoenix, AZ 85034",AZ,33.435529,99
46,1090,Scottsdale,3.5,Majerle's Sports Grill,-111.9219316,"4425 N Saddlebag Trail
Scottsdale, AZ 85251",AZ,33.5013308,203
4,1091,Mesa,3.5,Filiberto's,-111.6706659,"2853 S Sossaman Road
Mesa, AZ 85212",AZ,33.3635956,161
3,1092,Gilbert,4,Native New Yorker Restaurant,-111.8210866,"Gilbert, AZ 85233",AZ,33.3519301,183
49,1093,Gilbert,4,The Gilbert House,-111.789408,"397 S Gilbert Rd
Gilbert, AZ 85296",AZ,33.343131,229
5,1094,Mesa,5,Taquitos Jalisco,-111.85414,"1052 W Brodway Rd
Mesa, AZ 85210",AZ,33.4077924,230
40,1095,Mesa,4,The Good Egg,-111.8749753,"1665 S Dobson Rd
Mesa, AZ 85202",AZ,33.3828617,220
22,1096,Chandler,4,Yogis Grill,-111.8977298,"3235 W Ray Rd
Ste 5
Chandler, AZ 85226",AZ,33.3201965,202
3,1097,Phoenix,2,China Inn,-112.07149,"3 S 2nd Street
Phoenix, AZ 85004",AZ,33.447091,93
16,1098,Scottsdale,3.5,Dong Phuong Saigon Bowl,-111.907685,"8123 E Roosevelt St
Scottsdale, AZ 85257",AZ,33.458256,173
57,1099,Phoenix,3.5,Gordon Biersch,-111.9299045,"18545 N Allied Way
Phoenix, AZ 85054",AZ,33.6530291,214
105,1100,Scottsdale,4,BLT Steak,-111.965872,"5402 E Lincoln Dr
Scottsdale, AZ 85256",AZ,33.533525,285
39,1101,Scottsdale,3,NYPD Pizza,-111.925693,"10433 N Scottsdale Rd
Scottsdale, AZ 85253",AZ,33.581586,174
14,1102,Phoenix,4,Vaqueros Carne Asada,-112.0973086,"1821 W Southern Ave
Phoenix, AZ 85041",AZ,33.391906,194
5,1103,Tempe,3.5,Subway,-111.977079,"2700 W Baseline Rd
Tempe, AZ 85283",AZ,33.3791269,162
12,1104,Chandler,3,Outback Steakhouse,-111.9683535,"1080 N. 54th Street
Chandler, AZ 85226",AZ,33.3213204,147
10,1105,Phoenix,4,Mariscos Acapulco,-112.011292,"3220 E Thomas Rd
Phoenix, AZ 85018",AZ,33.480845,190
8,1106,Phoenix,3,Domino's Pizza,-112.0694014,"324 E Southern Ave
Phoenix, AZ 85040",AZ,33.3924669,143
19,1107,Scottsdale,3.5,Texas BBQ House,-111.9264203,"3348 Scottsdale Rd
Scottsdale, AZ 85251",AZ,33.49144173,176
4,1108,Avondale,4,5395 West Soul Food Place,-112.3492682,"725 N Central Avenue
Avondale, AZ 85323",AZ,33.4430156,184
4,1109,Phoenix,2.5,Pick Up Stix,-112.063427,"777 E Thunderbird Rd
Phoenix, AZ 85022",AZ,33.607105,116
30,1110,Cave Creek,4,Alberto Italian Restaurant,-111.924099,"7171 E Cave Creek Rd
Cave Creek, AZ 85331",AZ,33.8273269,210
6,1111,Surprise,3,Jack in the Box,-112.39051,"15333 W Waddell Rd
Surprise, AZ 85379",AZ,33.609428,141
13,1112,Phoenix,4.5,Chaka Chaka Urban Cuisine,-112.0648928,"1009 S 7th St
Phoenix, AZ 85034",AZ,33.4372675,215
3,1113,Apache Junction,4.5,Dutchman's Hideout,-111.48069,"6100 E Mining Camp St
Apache Junction, AZ 85119",AZ,33.450513,205
6,1114,Phoenix,4,Samurai Sam's Teriyaki Grill,-112.174813,"5340 W Buckeye Rd
Phoenix, AZ 85043",AZ,33.437482,186
5,1115,Glendale,2,Hammerheads Ocean Grill,-112.203559,"6718 W Deer Valley Rd
Ste F103
Glendale, AZ 85310",AZ,33.682848,95
8,1116,Avondale,4,Baja Fresh Mexican Grill,-112.345359,"10120 W McDowell Rd
Ste 160
Avondale, AZ 85323",AZ,33.430535,188
4,1117,Scottsdale,4.5,NoRTH,-111.9253272,"15024 N Scottsdale Rd
Scottsdale, AZ 85260",AZ,33.6357834,206
287,1118,Scottsdale,4,Grimaldi's Pizzeria,-111.9268138,"4000 N Scottsdale Rd
Scottsdale, AZ 85251",AZ,33.4938414,467
41,1119,Scottsdale,4.5,Tom's Thumb Fresh Market,-111.8792188,"9393 E Bell Rd
Scottsdale, AZ 85260",AZ,33.6393269,243
6,1120,Tempe,4,El Tlacoyo,-111.883506,"2535 E University Dr
Tempe, AZ 85281",AZ,33.421589,186
8,1121,Scottsdale,3.5,Yogis Grill,-111.9258968,"10629 N Scottsdale Rd
Ste 105
Scottsdale, AZ 85254",AZ,33.5830195,165
5,1122,Phoenix,3,Five Guys Burgers & Fries,-112.0359467,"2131 E Camelback Rd
Ste 111
Phoenix, AZ 85016",AZ,33.5092917,140
37,1123,Chandler,4,The Greeks Grill,-111.8595869,"610 N Alma School Rd
Chandler, AZ 85224",AZ,33.3148631,217
243,1124,Scottsdale,4,Malee's Thai Bistro,-111.927751,"7131 E Main St
Scottsdale, AZ 85251",AZ,33.492962,423
7,1125,Scottsdale,3,Panda Express,-111.876268,"14850 N Frank Lloyd Wright Blvd
Ste 101
Scottsdale, AZ 85260",AZ,33.620675,142
9,1126,Tempe,3,E2,-111.935727,"240 E Orange Mall
Tempe, AZ 85281",AZ,33.4183377,144
5,1127,Phoenix,3,Sonic Drive-In,-112.099794,"17238 N 19th Ave
Phoenix, AZ 85023",AZ,33.6427912,140
40,1128,Phoenix,4,Mu Shu Asian Grill,-112.09158,"1502 W Thomas Rd
Phoenix, AZ 85015",AZ,33.480771,220
9,1129,Maricopa,3.5,Superstition Saloon,-111.5634,"Main Street, Highway 88
Maricopa, AZ 85290",AZ,33.73662,166
4,1130,Scottsdale,3,Pacific's Cafe,-111.924461,"7272 E Indian School Rd
Scottsdale, AZ 85251",AZ,33.495574,139
196,1131,Scottsdale,3,Stingray Sushi,-111.9262675,"4302 N Scottsdale Rd
Scottsdale, AZ 85250",AZ,33.4986978,331
18,1132,Phoenix,4,Indian Paradise 2,-112.1116606,"2410 W Bell Rd
Phoenix, AZ 85023",AZ,33.6401217,198
3,1133,Chandler,2,Barbeques Galore,-111.971525,"800 N 54th St
Chandler, AZ 85226",AZ,33.316807,93
32,1134,Mesa,3,Pete's Fish & Chips,-111.8231861,"22 S Mesa Dr
Mesa, AZ 85210",AZ,33.414477,167
9,1135,Phoenix,4,South Bank Grill,-111.995963,"3202 S 40th St
Phoenix, AZ 85040",AZ,33.417937,189
3,1136,Phoenix,2.5,McDonald's Restaurants,-112.0848642,"750 W Camelback Road
Phoenix, AZ 85013",AZ,33.5096325,115
4,1137,Phoenix,3,Veranda Bistro,-112.048885,"7720 N 16th St
Phoenix, AZ 85020",AZ,33.550167,139
114,1138,Scottsdale,4,Wandering Horse Buffet,-111.8697238,"Inside Talking Stick Resort
9800 E Indian Bend Rd
Scottsdale, AZ 85256",AZ,33.54090284,294
47,1139,Phoenix,2.5,Pei Wei Asian Market,-112.063942,"Madison Village
742 E Glendale Ave
Phoenix, AZ 85016",AZ,33.53876,159
8,1140,Phoenix,4.5,Mikado Sushi,-111.99953,"3941 E Chandler Blvd
Ste 107
Phoenix, AZ 85048",AZ,33.3051042,210
125,1141,Phoenix,4.5,Pork on a Fork,-112.092802,"1515 W Deer Valley Rd
Ste B-102
Phoenix, AZ 85027",AZ,33.683226,327
5,1142,Scottsdale,3,J.D.'s Lounge,-111.9258934,"7200 N Scottsdale Rd
Scottsdale, AZ 85253",AZ,33.5413628,140
3,1143,Anthem,2.5,Hungry Howie's Pizza,-112.1353054,"3434 W Anthem Way
Suite 118
Anthem, AZ 85086",AZ,33.8644291,115
4,1144,Tempe,2,Rollerz,-111.94047,"420 S Mill Ave
Ste 106
Tempe, AZ 85281",AZ,33.425711,94
3,1145,Mesa,3.5,Big Bowl,-111.7902823,"1910 E Broadway Rd
Mesa, AZ 85204",AZ,33.4082719,160
33,1146,Surprise,3.5,Five Guys Burgers and Fries,-112.3531229,"13714 W Bell Rd
Ste 2
Surprise, AZ 85374",AZ,33.6389181,190
7,1147,Glendale,4,Il Primo Pizza & Wings,-112.1864708,"17045 N 59th Avenue
Glendale, AZ 85308",AZ,33.6391125,187
5,1148,Fountain Hills,3,Boulevard Cafe,-111.7166851,"16848 E Ave of the Fountains
Fountain Hills, AZ 85268",AZ,33.6040137,140
3,1149,Sun Lakes,2,McDonald's,-111.841859,"11125 E Riggs Rd
Sun Lakes, AZ 85248",AZ,33.21804,93
20,1150,Chandler,4,Culver's,-111.8959236,"3155 W Ray Rd
Chandler, AZ 85226",AZ,33.31983342,200
4,1151,Phoenix,3.5,Domino's Pizza,-112.0734183,"2819 N Central Ave
Phoenix, AZ 85004",AZ,33.4795416,161
184,1152,Tempe,4,Harlow's Cafe,-111.9533039,"1021 W University Dr
Tempe, AZ 85281",AZ,33.4218047,364
3,1153,Avondale,3.5,Whataburger Restaurants,-112.3422394,"1450 N Dysart Rd
Avondale, AZ 85323",AZ,33.44937897,160
21,1154,Phoenix,3.5,Einstein Bros Bagels,-112.071886,"122 N 2nd St
Phoenix, AZ 85004",AZ,33.449858,178
3,1155,Phoenix,3.5,Central Cafe,-112.074398,"2600 N Central Ave
Phoenix, AZ 85004",AZ,33.477111,160
36,1156,Tempe,4,NYPD Pizza,-111.9626175,"9845 S Priest Dr
Ste 103
Tempe, AZ 85284",AZ,33.3216034,216
4,1157,Peoria,5,Gatti's New York Subs,-112.204254,"6750 W Peoria Ave
Peoria, AZ 85345",AZ,33.582685,229
12,1158,Phoenix,3.5,George's Famous Gyros & Pasta,-112.117994,"20206 N 27th Ave
Ste A
Phoenix, AZ 85027",AZ,33.670256,169
15,1159,Scottsdale,4,Pinnacle Peak General Store,-111.8929195,"8711 E Pinnacle Peak Rd
Scottsdale, AZ 85255",AZ,33.6979715,195
139,1160,Scottsdale,4,Echo Coffee,-111.9347763,"2902 N 68th St
Ste 135
Scottsdale, AZ 85251",AZ,33.4803679,319
32,1161,Glendale,4,Dazzo's Dog House,-112.192542,"6143 W Glendale Ave
Glendale, AZ 85301",AZ,33.5383476,212
3,1162,Scottsdale,3.5,X-Tapa Joe's Mexican Restaurant,-111.917449,"7500 E Pinnacle Peak Road
Scottsdale, AZ 85255",AZ,33.69907,160
6,1163,Chandler,3.5,Peter Piper Pizza,-111.8584646,"2965 S Alma School Rd
Chandler, AZ 85248",AZ,33.2628841,163
3,1164,Phoenix,2.5,El Pollo Loco,-112.1672669,"5009 W McDowell Road
Phoenix, AZ 85035",AZ,33.4656138,115
5,1165,Phoenix,3.5,Samurai Sam's Teriyaki Grill,-112.12371,"3013 W Agua Fria Fwy
Phoenix, AZ 85027",AZ,33.666682,162
26,1166,Phoenix,3.5,Crazy Jim's,-112.0778758,"305 W Washington St
Phoenix, AZ 85003",AZ,33.4481291,183
3,1167,Gilbert,4.5,Arby's,-111.746967,"2889 S Market St
Gilbert, AZ 85295",AZ,33.297624,205
16,1168,Tempe,3,Yum Yum China,-111.900432,"2000 E Rio Salado Pkwy
Tempe, AZ 85281",AZ,33.429487,151
15,1169,Mesa,3.5,Chicagoland Hotdogs & More,-111.684534,"1152 N Power Rd
Mesa, AZ 85205",AZ,33.436623,172
3,1170,Scottsdale,3.5,Domino's Pizza,-111.911516,"7908 E Chaparral Rd
Ste 110
Scottsdale, AZ 85250",AZ,33.510164,160
7,1171,Phoenix,3,La Salsita Mex Food,-112.030703,"2345 E Van Buren St
Phoenix, AZ 85006",AZ,33.451096,142
283,1172,Chandler,4,SanTan Brewing Company,-111.842532,"8 S San Marcos Plz
Chandler, AZ 85225",AZ,33.303233,463
3,1173,Phoenix,5,Pollo Sabroso,-112.047375,"1602 E Jefferson St
Phoenix, AZ 85034",AZ,33.447551,228
14,1174,Scottsdale,3.5,Autostrada,-111.8905084,"20825 N Pima Rd
Scottsdale, AZ 85255",AZ,33.6722462,171
4,1175,Chandler,3,Mama T's Pizza,-111.824692,"995 E Ocotillo Rd
Ste 1
Chandler, AZ 85249",AZ,33.24665,139
5,1176,Phoenix,3,McDonald's,-112.012269,"3214 E Indian School Rd
Phoenix, AZ 85018",AZ,33.495665,140
4,1177,Avondale,4.5,Carrabba's Italian Grill,-112.2739855,"9920 W McDowell Rd
Avondale, AZ 85323",AZ,33.465184,206
41,1178,Phoenix,3.5,Sweet Tomatoes,-112.0716011,"52 East Camelback Rd.
Phoenix, AZ 85012",AZ,33.5094089,198
4,1179,Chandler,1.5,Garcia's Mexican Restaurants,-111.8413001,"4300 S Arizona Ave
Chandler, AZ 85248",AZ,33.24282,71
7,1180,Tempe,3.5,Paytons Place,-111.9449183,"325 W Elliot Rd
Ste 104
Tempe, AZ 85284",AZ,33.3490842,164
16,1181,Tempe,4,Tropical Smoothie Cafe,-111.9631173,"8707 S Priest Dr
Ste 108
Tempe, AZ 85284",AZ,33.3351559,196
4,1182,Coolidge,3.5,Casa Palomino Mexican Resturant,-111.5240382,"1076 N Arizona Boulevard
Coolidge, AZ 85228",AZ,32.9873654,161
3,1183,Mesa,2.5,Waffle House,-111.72055,"5055 E McKellips Rd
Mesa, AZ 85215",AZ,33.451723,115
7,1184,Gilbert,4,Subway,-111.720443,"3317 S Higley Rd
Ste 114
Gilbert, AZ 85297",AZ,33.290397,187
34,1185,Phoenix,4,Bacchanal Ristorante,-112.016481,"3015 E Thomas Rd
Phoenix, AZ 85016",AZ,33.479605,214
79,1186,Phoenix,4,Niro's Gyros,-111.9803928,"10826 S 48th St
Phoenix, AZ 85044",AZ,33.3482841,259
3,1187,Tempe,3,Azucar Cuban Restaurant,-111.893419,"5004 S Price Rd
Tempe, AZ 85282",AZ,33.379567,138
8,1188,Goodyear,3.5,Waffle House Restaurant,-112.3411673,"1700 N Dysart Rd
Goodyear, AZ 85338",AZ,33.4536003,165
